country,date,value
AUS,2012,643.12
AUS,2013,555.26
AUS,2014,566.21
AUS,2015,566.47
AUS,2016,577.32
AUS,2017,623.08
AUS,2018,619.26
ZAF,1990,319.52
ZAF,1991,315.46
ZAF,1992,312.42
ZAF,1993,320.86
ZAF,1994,326.81
ZAF,1995,337.33
ZAF,1996,347.87
ZAF,1997,361.36
ZAF,1998,368.91
ZAF,1999,347.85
ZAF,2000,351.05
ZAF,2001,384.62
ZAF,2002,400.28
ZAF,2003,421.83
ZAF,2004,449.33
ZAF,2005,449.65
ZAF,2006,452
ZAF,2007,472.37
ZAF,2008,504.1
ZAF,2009,483.46
ZAF,2010,506.27
ZAF,2011,490.65
ZAF,2012,509.55
ZAF,2013,519.44
ZAF,2014,531.53
ZAF,2015,507.48
ZAF,2016,508.24
ZAF,2017,521.36
ZAF,2018,520.5
TUR,1990,189.27
TUR,1991,191.74
TUR,1992,199.22
TUR,1993,205.73
TUR,1994,200.92
TUR,1995,215.5
TUR,1996,233.26
TUR,1997,242.39
TUR,1998,243.59
TUR,1999,243.49
TUR,2000,267.48
TUR,2001,219.28
TUR,2002,229.56
TUR,2003,241.45
TUR,2004,247.73
TUR,2005,260.27
TUR,2006,289.65
TUR,2007,319.59
TUR,2008,318.18
TUR,2009,321.6
TUR,2010,331.37
TUR,2011,337.24
TUR,2012,351.35
TUR,2013,342.57
TUR,2014,367.45
TUR,2015,374.18
TUR,2016,432.17
TUR,2017,474.03
TUR,2018,473.87
GBR,1990,746.4
GBR,1991,761.64
GBR,1992,739.51
GBR,1993,722.61
GBR,1994,711.75
GBR,1995,702.55
GBR,1996,722.68
GBR,1997,701.07
GBR,1998,697.42
GBR,1999,671.25
GBR,2000,673.87
GBR,2001,684.64
GBR,2002,666.82
GBR,2003,674.47
GBR,2004,669.83
GBR,2005,663.91
GBR,2006,661.01
GBR,2007,645.52
GBR,2008,625.56
GBR,2009,570.73
GBR,2010,583.6
GBR,2011,540.98
GBR,2012,562.45
GBR,2013,543.71
GBR,2014,502.84
GBR,2015,486.78
GBR,2016,464.28
GBR,2017,450.24
GBR,2018,441.13
PAK,1990,166.5
PAK,1991,167.45
PAK,1992,176.65
PAK,1993,186.47
PAK,1994,193.14
PAK,1995,203.61
PAK,1996,210.65
PAK,1997,217.56
PAK,1998,221.37
PAK,1999,233.94
PAK,2000,236.06
PAK,2001,238.3
PAK,2002,244.71
PAK,2003,252.54
PAK,2004,269.49
PAK,2005,277.77
PAK,2006,297.16
PAK,2007,313.94
PAK,2008,316.9
PAK,2009,327.27
PAK,2010,321.54
PAK,2011,328.63
PAK,2012,332.43
PAK,2013,342.88
PAK,2014,356.49
PAK,2015,371.24
PAK,2016,396.4
PAK,2017,421.6
PAK,2018,438.22
THA,1990,174.02
THA,1991,186.02
THA,1992,197.92
THA,1993,214.03
THA,1994,228.84
THA,1995,247.92
THA,1996,268.47
THA,1997,275.67
THA,1998,257.4
THA,1999,267.19
THA,2000,268.47
THA,2001,233.7
THA,2002,245.95
THA,2003,259.15
THA,2004,281.87
THA,2005,287.81
THA,2006,291.25
THA,2007,306.56
THA,2008,310.02
THA,2009,309.61
THA,2010,329.44
THA,2011,363.65
THA,2012,386.03
THA,2013,397.19
THA,2014,393.87
THA,2015,395.67
THA,2016,410.92
THA,2017,428.94
THA,2018,431.22
ARG,1990,288.37
ARG,1991,293.36
ARG,1992,297.76
ARG,1993,300.27
ARG,1994,305.35
